28.118479 190.913653 -22.522385 -41.978995
27.795289 192.874730 -1.204483 -2.758549
26.719242 191.565564 2.380516 0.621636
29.239938 192.128978 -1.848441 -0.562223
89.381643 161.438528 -23.807521 -6.396530
89.198348 163.406336 2.639609 19.590417
87.976211 162.341767 -1.259236 -2.541389
90.505602 162.582242 2.345687 -0.413525
194.015963 131.554219 -30.295476 26.303841
192.715871 132.992086 29.353971 19.895313
192.392523 131.403331 -3.247428 -0.715771
194.204300 133.183726 3.317276 -4.533029
47.497216 137.538639 -17.439609 -38.419752
49.129363 136.729572 -11.192754 -13.319716
49.009539 138.326864 -1.375551 0.978827
47.620774 136.053319 -1.213738 4.111893
119.038582 64.560824 -14.970182 8.581243
121.056564 64.707321 26.166983 1.696446
119.924844 65.974849 0.119524 -2.908022
120.115241 63.309349 1.267606 -1.400220
158.020380 142.817233 3.202551 -5.159493
159.530978 141.560647 -43.747208 -47.282332
159.630003 143.269148 -2.319429 -0.031033
158.024413 141.135275 0.646527 0.787097
30.030474 32.788137 -19.941149 15.207221
31.102360 31.285813 -2.895499 6.156178
31.627989 32.888512 1.422647 2.170728
29.520878 31.220271 2.409625 -0.116628
105.761762 191.673249 -10.600119 -1.016597
107.750635 191.708623 -1.101988 -8.111868
106.658542 193.054857 4.683455 -4.202455
106.767187 190.402686 0.787385 -5.766210
186.923410 176.351482 -37.982771 -33.235141
188.662733 175.395420 18.524167 -21.721302
188.482065 177.074164 0.730733 -3.302126
187.185350 174.729968 0.869493 -1.470303
184.035126 153.690816 9.534558 -14.834928
183.728866 155.582338 -13.636546 -0.066361
182.535533 154.371099 1.332863 3.977685
185.213321 154.764823 -1.805253 1.796651
23.195966 16.264618 -6.232678 7.634969
21.461421 15.382904 -7.373787 -0.962486
22.958539 14.682268 -0.780140 -2.567755
21.796782 16.993418 2.904181 2.612133
197.637885 95.215869 -10.666453 -0.649445
197.236770 93.277962 11.041200 -28.514832
198.733957 94.026650 2.935368 -3.452230
196.144307 94.586369 -1.290345 -3.288040
